,size,instance,depth,edge_prob,diag_time,sim_time
64,6,3,16,0.2,4.374999844003469e-05,0.002883834000385832
65,6,3,1,0.4,8.604200047557242e-05,0.00018287499915459193
66,6,3,2,0.4,8.604200047557242e-05,0.0003522079969116021
67,6,3,4,0.4,8.604200047557242e-05,0.0006461249977292027
68,6,3,8,0.4,8.604200047557242e-05,0.0012962499968125485
69,6,3,16,0.4,8.604200047557242e-05,0.0025342919980175793
70,6,3,1,0.6,0.00012350000179139897,0.00017916700016940013
71,6,3,2,0.6,0.00012350000179139897,0.00036870800249744207
72,6,3,4,0.6,0.00012350000179139897,0.0006376249984896276
73,6,3,8,0.6,0.00012350000179139897,0.0012996250006835908
74,6,3,16,0.6,0.00012350000179139897,0.002507082997908583
75,6,3,1,0.8,0.00014158300109556876,0.00017379199925926514
76,6,3,2,0.8,0.00014158300109556876,0.00033104200338129885
77,6,3,4,0.8,0.00014158300109556876,0.0006328330018732231
78,6,3,8,0.8,0.00014158300109556876,0.001260082997760037
79,6,3,16,0.8,0.00014158300109556876,0.0026603340011206456
80,6,4,1,0.2,4.199999966658652e-05,0.0001793750016076956
81,6,4,2,0.2,4.199999966658652e-05,0.00038016700273146853
82,6,4,4,0.2,4.199999966658652e-05,0.0006932500000402797
83,6,4,8,0.2,4.199999966658652e-05,0.0012891660007881
84,6,4,16,0.2,4.199999966658652e-05,0.0026024170001619495
85,6,4,1,0.4,8.112500290735625e-05,0.00016908299949136563
86,6,4,2,0.4,8.112500290735625e-05,0.00033233300200663507
87,6,4,4,0.4,8.112500290735625e-05,0.0006390420021489263
88,6,4,8,0.4,8.112500290735625e-05,0.0012920839981234167
89,6,4,16,0.4,8.112500290735625e-05,0.0026258329999109264
90,6,4,1,0.6,0.00010029199984273873,0.00017195799955516122
91,6,4,2,0.6,0.00010029199984273873,0.00032391599961556494
92,6,4,4,0.6,0.00010029199984273873,0.0006502080032078084
93,6,4,8,0.6,0.00010029199984273873,0.001271167002414586
94,6,4,16,0.6,0.00010029199984273873,0.002614374996483093
95,6,4,1,0.8,0.00013337500058696605,0.00018033399828709662
96,6,4,2,0.8,0.00013337500058696605,0.00034500000037951395
97,6,4,4,0.8,0.00013337500058696605,0.0006967919980525039
98,6,4,8,0.8,0.00013337500058696605,0.001398750002408633
99,6,4,16,0.8,0.00013337500058696605,0.002518207998946309
100,6,5,1,0.2,2.0625000615837052e-05,0.0001912500010803342
101,6,5,2,0.2,2.0625000615837052e-05,0.0003467499991529621
102,6,5,4,0.2,2.0625000615837052e-05,0.0006703330000163987
103,6,5,8,0.2,2.0625000615837052e-05,0.0012632920006581116
104,6,5,16,0.2,2.0625000615837052e-05,0.002617000001919223
105,6,5,1,0.4,7.758300125715323e-05,0.00017712499902700074
106,6,5,2,0.4,7.758300125715323e-05,0.00033037500179489143
107,6,5,4,0.4,7.758300125715323e-05,0.000643708001007326
108,6,5,8,0.4,7.758300125715323e-05,0.0012470830006350297
109,6,5,16,0.4,7.758300125715323e-05,0.00254254199899151
110,6,5,1,0.6,0.00011712500054272823,0.00017899999875226058
111,6,5,2,0.6,0.00011712500054272823,0.00033320800139335915
112,6,5,4,0.6,0.00011712500054272823,0.0007002919992373791
113,6,5,8,0.6,0.00011712500054272823,0.0014166250002745073
114,6,5,16,0.6,0.00011712500054272823,0.002968333999888273
115,6,5,1,0.8,0.0001255410024896264,0.00017616699915379286
116,6,5,2,0.8,0.0001255410024896264,0.0003642920019046869
117,6,5,4,0.8,0.0001255410024896264,0.0006825420023233164
118,6,5,8,0.8,0.0001255410024896264,0.0013598749974335078
119,6,5,16,0.8,0.0001255410024896264,0.002594542002043454
120,6,6,1,0.2,5.9540998336160555e-05,0.00017529199976706877
121,6,6,2,0.2,5.9540998336160555e-05,0.0003301249998912681
122,6,6,4,0.2,5.9540998336160555e-05,0.0006376249984896276
123,6,6,8,0.2,5.9540998336160555e-05,0.0012729999980365392
124,6,6,16,0.2,5.9540998336160555e-05,0.0025871660000120755
125,6,6,1,0.4,9.945800047717057e-05,0.0001737080019665882
126,6,6,2,0.4,9.945800047717057e-05,0.00032783300048322417
127,6,6,4,0.4,9.945800047717057e-05,0.0006475000009231735
128,6,6,8,0.4,9.945800047717057e-05,0.00133862499933457
129,6,6,16,0.4,9.945800047717057e-05,0.002674624996870989
130,6,6,1,0.6,0.00016445800065412186,0.00017887500143842772
131,6,6,2,0.6,0.00016445800065412186,0.0003263749968027696
132,6,6,4,0.6,0.00016445800065412186,0.0006372910029313061
133,6,6,8,0.6,0.00016445800065412186,0.0012533749977592379
134,6,6,16,0.6,0.00016445800065412186,0.0025665829998615663
135,6,6,1,0.8,0.0001524580002296716,0.00016916599997784942
136,6,6,2,0.8,0.0001524580002296716,0.0003317500013508834
137,6,6,4,0.8,0.0001524580002296716,0.0006547920020238962
138,6,6,8,0.8,0.0001524580002296716,0.0013872500021534506
139,6,6,16,0.8,0.0001524580002296716,0.002556915998866316
140,6,7,1,0.2,3.0499999411404133e-05,0.00017429199942853302
141,6,7,2,0.2,3.0499999411404133e-05,0.0003430420001677703
142,6,7,4,0.2,3.0499999411404133e-05,0.000636124997981824
143,6,7,8,0.2,3.0499999411404133e-05,0.0013024580002820585
144,6,7,16,0.2,3.0499999411404133e-05,0.002788166999380337
145,6,7,1,0.4,6.075000055716373e-05,0.000180582999746548
146,6,7,2,0.4,6.075000055716373e-05,0.0003321250005683396
147,6,7,4,0.4,6.075000055716373e-05,0.0006874579994473606
148,6,7,8,0.4,6.075000055716373e-05,0.0012772499976563267
149,6,7,16,0.4,6.075000055716373e-05,0.0025315839993709233
150,6,7,1,0.6,0.00011279200043645687,0.00017149999985122122
151,6,7,2,0.6,0.00011279200043645687,0.0003285829989181366
152,6,7,4,0.6,0.00011279200043645687,0.0006473339999502059
153,6,7,8,0.6,0.00011279200043645687,0.0012736250027955975
154,6,7,16,0.6,0.00011279200043645687,0.0025759590025700163
155,6,7,1,0.8,0.00017462499818066135,0.00018320799790672027
156,6,7,2,0.8,0.00017462499818066135,0.0003222090017516166
157,6,7,4,0.8,0.00017462499818066135,0.0006403339975804556
158,6,7,8,0.8,0.00017462499818066135,0.0012741659993480425
159,6,7,16,0.8,0.00017462499818066135,0.002730207997956313
160,6,8,1,0.2,5.5915999837452546e-05,0.00018075000116368756
161,6,8,2,0.2,5.5915999837452546e-05,0.0003309999992779922
162,6,8,4,0.2,5.5915999837452546e-05,0.0007131249985832255
163,6,8,8,0.2,5.5915999837452546e-05,0.0013308749985299073
164,6,8,16,0.2,5.5915999837452546e-05,0.0025484999969194178
165,6,8,1,0.4,3.2708998332964256e-05,0.00018833300055121072
166,6,8,2,0.4,3.2708998332964256e-05,0.0003325830002722796
167,6,8,4,0.4,3.2708998332964256e-05,0.0006491659987659659
168,6,8,8,0.4,3.2708998332964256e-05,0.0012625409981410485
169,6,8,16,0.4,3.2708998332964256e-05,0.0024898329975258093
170,6,8,1,0.6,0.00012349999815342017,0.00017279099847655743
171,6,8,2,0.6,0.00012349999815342017,0.00036004200228489935
172,6,8,4,0.6,0.00012349999815342017,0.0006399589983629994
173,6,8,8,0.6,0.00012349999815342017,0.0012645829992834479
174,6,8,16,0.6,0.00012349999815342017,0.00261566699919058
175,6,8,1,0.8,0.00013433400090434588,0.000180125000042608
176,6,8,2,0.8,0.00013433400090434588,0.0003790420014411211
177,6,8,4,0.8,0.00013433400090434588,0.0007034589980321471
178,6,8,8,0.8,0.00013433400090434588,0.0013887919994886033
179,6,8,16,0.8,0.00013433400090434588,0.0025462080011493526
180,6,9,1,0.2,3.066700082854368e-05,0.00017899999875226058
181,6,9,2,0.2,3.066700082854368e-05,0.000334625001414679
182,6,9,4,0.2,3.066700082854368e-05,0.0006297920008364599
183,6,9,8,0.2,3.066700082854368e-05,0.0012796250011888333
184,6,9,16,0.2,3.066700082854368e-05,0.0025152920024993364
185,6,9,1,0.4,9.854100062511861e-05,0.00017025000124704093
186,6,9,2,0.4,9.854100062511861e-05,0.0003346660014358349
187,6,9,4,0.4,9.854100062511861e-05,0.0006679170001007151
188,6,9,8,0.4,9.854100062511861e-05,0.001359249999950407
189,6,9,16,0.4,9.854100062511861e-05,0.0025651249998190906
190,6,9,1,0.6,0.00012566700024763122,0.00018420900232740678
191,6,9,2,0.6,0.00012566700024763122,0.0004277079970052
192,6,9,4,0.6,0.00012566700024763122,0.0006744999991497025
193,6,9,8,0.6,0.00012566700024763122,0.0013260830019135028
194,6,9,16,0.6,0.00012566700024763122,0.002663791998202214
195,6,9,1,0.8,0.00014358300177264027,0.00017662499885773286
196,6,9,2,0.8,0.00014358300177264027,0.00033199999961652793
197,6,9,4,0.8,0.00014358300177264027,0.0006767920021957252
198,6,9,8,0.8,0.00014358300177264027,0.0012747499968099874
199,6,9,16,0.8,0.00014358300177264027,0.002529917001083959
200,8,0,1,0.2,0.00011670800085994415,0.00023216699992190115
201,8,0,2,0.2,0.00011670800085994415,0.000429082996561192
202,8,0,4,0.2,0.00011670800085994415,0.0008417910030402709
203,8,0,8,0.2,0.00011670800085994415,0.0016290000021399464
204,8,0,16,0.2,0.00011670800085994415,0.0034362080004939344
205,8,0,1,0.4,0.0001157080005214084,0.00034424999830662273
206,8,0,2,0.4,0.0001157080005214084,0.000515667001309339
207,8,0,4,0.4,0.0001157080005214084,0.0008546669996576384
208,8,0,8,0.4,0.0001157080005214084,0.0016964999995252583
209,8,0,16,0.4,0.0001157080005214084,0.003447082999628037
210,8,0,1,0.6,0.00019095799871138297,0.00025425000058021396
211,8,0,2,0.6,0.00019095799871138297,0.0004440829980012495
212,8,0,4,0.6,0.00019095799871138297,0.000840458000311628
213,8,0,8,0.6,0.00019095799871138297,0.0017183339987241197
214,8,0,16,0.6,0.00019095799871138297,0.0033229170003323816
215,8,0,1,0.8,0.0003072079998673871,0.00023266700009116903
216,8,0,2,0.8,0.0003072079998673871,0.000446082998678321
217,8,0,4,0.8,0.0003072079998673871,0.0008440409983450081
218,8,0,8,0.8,0.0003072079998673871,0.001712334000330884
219,8,0,16,0.8,0.0003072079998673871,0.0035252499983471353
220,8,1,1,0.2,7.470799755537882e-05,0.00023020899971015751
221,8,1,2,0.2,7.470799755537882e-05,0.0004393330018501729
222,8,1,4,0.2,7.470799755537882e-05,0.0009000829995784443
223,8,1,8,0.2,7.470799755537882e-05,0.001767624999047257
224,8,1,16,0.2,7.470799755537882e-05,0.0033536249975441024
225,8,1,1,0.4,0.00012250000145286322,0.00023129200053517707
226,8,1,2,0.4,0.00012250000145286322,0.00042916700112982653
227,8,1,4,0.4,0.00012250000145286322,0.0008386670015170239
228,8,1,8,0.4,0.00012250000145286322,0.0017642089987930376
229,8,1,16,0.4,0.00012250000145286322,0.003491624996968312
230,8,1,1,0.6,0.00018841700148186646,0.00022620800154982135
231,8,1,2,0.6,0.00018841700148186646,0.0005239999991317745
232,8,1,4,0.6,0.00018841700148186646,0.0009323339982074685
233,8,1,8,0.6,0.00018841700148186646,0.0017147920007118955
234,8,1,16,0.6,0.00018841700148186646,0.003308915998786688
235,8,1,1,0.8,0.0002556670006015338,0.00022804200125392526
236,8,1,2,0.8,0.0002556670006015338,0.00045029199827695265
237,8,1,4,0.8,0.0002556670006015338,0.0008326249990204815
238,8,1,8,0.8,0.0002556670006015338,0.0016555000001972076
239,8,1,16,0.8,0.0002556670006015338,0.003442707999056438
240,8,2,1,0.2,8.779099880484864e-05,0.00022024999998393469
241,8,2,2,0.2,8.779099880484864e-05,0.0004284169990569353
242,8,2,4,0.2,8.779099880484864e-05,0.0008833339998091105
243,8,2,8,0.2,8.779099880484864e-05,0.0017592500007594936
244,8,2,16,0.2,8.779099880484864e-05,0.0036705419988720678
245,8,2,1,0.4,0.00014974999794503674,0.00025845799973467365
246,8,2,2,0.4,0.00014974999794503674,0.0004532079983619042
247,8,2,4,0.4,0.00014974999794503674,0.0008758749972912483
248,8,2,8,0.4,0.00014974999794503674,0.001794916002836544
249,8,2,16,0.4,0.00014974999794503674,0.0033338329994876403
250,8,2,1,0.6,0.00020958300228812732,0.000292875000013737
251,8,2,2,0.6,0.00020958300228812732,0.00043716700020013377
252,8,2,4,0.6,0.00020958300228812732,0.0008893749982235022
253,8,2,8,0.6,0.00020958300228812732,0.0016844579986354802
254,8,2,16,0.6,0.00020958300228812732,0.0036938750017725397
255,8,2,1,0.8,0.0003189169983670581,0.0002379159996053204
256,8,2,2,0.8,0.0003189169983670581,0.0004661670027417131
257,8,2,4,0.8,0.0003189169983670581,0.0008360409992747009
258,8,2,8,0.8,0.0003189169983670581,0.0017039579979609698
259,8,2,16,0.8,0.0003189169983670581,0.003354584001499461
260,8,3,1,0.2,2.2125001123640686e-05,0.00022995800100034103
261,8,3,2,0.2,2.2125001123640686e-05,0.00043566699969233014
262,8,3,4,0.2,2.2125001123640686e-05,0.0008352080003533047
263,8,3,8,0.2,2.2125001123640686e-05,0.0016815419985505287
264,8,3,16,0.2,2.2125001123640686e-05,0.0034932909984490834
265,8,3,1,0.4,0.00014854100299999118,0.0003959579989896156
266,8,3,2,0.4,0.00014854100299999118,0.0004832500017073471
267,8,3,4,0.4,0.00014854100299999118,0.000997167000605259
268,8,3,8,0.4,0.00014854100299999118,0.0017284589994233102
269,8,3,16,0.4,0.00014854100299999118,0.00338391699915519
270,8,3,1,0.6,0.00023479100127588026,0.000342332998116035
271,8,3,2,0.6,0.00023479100127588026,0.0004370419992483221
272,8,3,4,0.6,0.00023479100127588026,0.0008463749982183799
273,8,3,8,0.6,0.00023479100127588026,0.0016558749994146638
274,8,3,16,0.6,0.00023479100127588026,0.0033382499968865886
275,8,3,1,0.8,0.00031504200160270557,0.00022979099958320148
276,8,3,2,0.8,0.00031504200160270557,0.00043508399903657846
277,8,3,4,0.8,0.00031504200160270557,0.0009251250012312084
278,8,3,8,0.8,0.00031504200160270557,0.0019013749988516793
279,8,3,16,0.8,0.00031504200160270557,0.0036020419975102413
280,8,4,1,0.2,9.933399996953085e-05,0.00022229200112633407
281,8,4,2,0.2,9.933399996953085e-05,0.0004646660017897375
282,8,4,4,0.2,9.933399996953085e-05,0.0008936250014812686
283,8,4,8,0.2,9.933399996953085e-05,0.001839000000472879
284,8,4,16,0.2,9.933399996953085e-05,0.003298457999335369
285,8,4,1,0.4,0.00015404199803015217,0.00023708400112809613
286,8,4,2,0.4,0.00015404199803015217,0.00044637500104727224
287,8,4,4,0.4,0.00015404199803015217,0.0008464590027870145
288,8,4,8,0.4,0.00015404199803015217,0.0016702499997336417
289,8,4,16,0.4,0.00015404199803015217,0.003715709000971401
290,8,4,1,0.6,0.00022391599850379862,0.0003863749989250209
291,8,4,2,0.6,0.00022391599850379862,0.0004587920011545066
292,8,4,4,0.6,0.00022391599850379862,0.0008993750016088597
293,8,4,8,0.6,0.00022391599850379862,0.0016874579996510874
294,8,4,16,0.6,0.00022391599850379862,0.003339374998176936
295,8,4,1,0.8,0.0002880829997593537,0.0002381250014877878
296,8,4,2,0.8,0.0002880829997593537,0.00044174999857204966
297,8,4,4,0.8,0.0002880829997593537,0.0008543749972886872
298,8,4,8,0.8,0.0002880829997593537,0.001711000000796048
299,8,4,16,0.8,0.0002880829997593537,0.0033930839999811724
300,8,5,1,0.2,7.420800102408975e-05,0.00023945900102262385
301,8,5,2,0.2,7.420800102408975e-05,0.0005952920000709128
302,8,5,4,0.2,7.420800102408975e-05,0.0008724159997655079
303,8,5,8,0.2,7.420800102408975e-05,0.0017657499993219972
304,8,5,16,0.2,7.420800102408975e-05,0.0033928750017366838
305,8,5,1,0.4,0.00012629200136871077,0.00025929099865606986
306,8,5,2,0.4,0.00012629200136871077,0.00042845799907809123
307,8,5,4,0.4,0.00012629200136871077,0.0008539159971405752
308,8,5,8,0.4,0.00012629200136871077,0.0016765410000516567
309,8,5,16,0.4,0.00012629200136871077,0.003313290999358287
310,8,5,1,0.6,0.00017083399870898575,0.0002373749994148966
311,8,5,2,0.6,0.00017083399870898575,0.00042833300176425837
312,8,5,4,0.6,0.00017083399870898575,0.0008659579980303533
313,8,5,8,0.6,0.00017083399870898575,0.001701500001217937
314,8,5,16,0.6,0.00017083399870898575,0.0035699170002772007
315,8,5,1,0.8,0.0002697080017242115,0.0002477080015523825
316,8,5,2,0.8,0.0002697080017242115,0.0004255839994584676
317,8,5,4,0.8,0.0002697080017242115,0.0008473749985569157
318,8,5,8,0.8,0.0002697080017242115,0.001663375001953682
319,8,5,16,0.8,0.0002697080017242115,0.0034977499999513384
320,8,6,1,0.2,5.9958998463116586e-05,0.0002214580017607659
321,8,6,2,0.2,5.9958998463116586e-05,0.0004286250004952308
322,8,6,4,0.2,5.9958998463116586e-05,0.0008751670029596426
323,8,6,8,0.2,5.9958998463116586e-05,0.0016868749989953358
324,8,6,16,0.2,5.9958998463116586e-05,0.0034716250011115335
325,8,6,1,0.4,0.0001418329993612133,0.0003856250004901085
326,8,6,2,0.4,0.0001418329993612133,0.00048433299889438786
327,8,6,4,0.4,0.0001418329993612133,0.000909624999621883
328,8,6,8,0.4,0.0001418329993612133,0.0017897500001708977
329,8,6,16,0.4,0.0001418329993612133,0.0034482090013625566
330,8,6,1,0.6,0.00026820799757842906,0.00022612499742535874
331,8,6,2,0.6,0.00026820799757842906,0.0004324999972595833
332,8,6,4,0.6,0.00026820799757842906,0.0008481249969918281
333,8,6,8,0.6,0.00026820799757842906,0.001671000001806533
334,8,6,16,0.6,0.00026820799757842906,0.003351040999405086
335,8,6,1,0.8,0.00028487500094342977,0.00023195800167741254
336,8,6,2,0.8,0.00028487500094342977,0.0004279159984434955
337,8,6,4,0.8,0.00028487500094342977,0.0009023749989864882
338,8,6,8,0.8,0.00028487500094342977,0.0018751669995253906
339,8,6,16,0.8,0.00028487500094342977,0.003484958000626648
340,8,7,1,0.2,4.887500108452514e-05,0.0002275000006193295
341,8,7,2,0.2,4.887500108452514e-05,0.0004344589979154989
342,8,7,4,0.2,4.887500108452514e-05,0.0008429160006926395
343,8,7,8,0.2,4.887500108452514e-05,0.0016994590005197097
344,8,7,16,0.2,4.887500108452514e-05,0.0033481249993201345
345,8,7,1,0.4,0.0001752499993017409,0.0002378329991188366
346,8,7,2,0.4,0.0001752499993017409,0.0004335829980846029
347,8,7,4,0.4,0.0001752499993017409,0.0008598750027886126
348,8,7,8,0.4,0.0001752499993017409,0.0016743749984016176
349,8,7,16,0.4,0.0001752499993017409,0.003544625000358792
350,8,7,1,0.6,0.00024004200167837553,0.00029479099976015277
351,8,7,2,0.6,0.00024004200167837553,0.0004727499981527217
352,8,7,4,0.6,0.00024004200167837553,0.0008358330014743842
353,8,7,8,0.6,0.00024004200167837553,0.001703375000943197
354,8,7,16,0.6,0.00024004200167837553,0.0033352089994878042
355,8,7,1,0.8,0.00021091700182296336,0.0002515419982955791
356,8,7,2,0.8,0.00021091700182296336,0.00046745900181122124
357,8,7,4,0.8,0.00021091700182296336,0.0008397499987040646
358,8,7,8,0.8,0.00021091700182296336,0.0017375829993397929
359,8,7,16,0.8,0.00021091700182296336,0.0033385000024281908
360,8,8,1,0.2,4.795899803866632e-05,0.00022183300097822212
361,8,8,2,0.2,4.795899803866632e-05,0.0004525420008576475
362,8,8,4,0.2,4.795899803866632e-05,0.0009206250033457763
363,8,8,8,0.2,4.795899803866632e-05,0.0018697910018090624
364,8,8,16,0.2,4.795899803866632e-05,0.003381208000064362
365,8,8,1,0.4,0.00014862500029266812,0.00031962499997462146
366,8,8,2,0.4,0.00014862500029266812,0.0004282910012989305
367,8,8,4,0.4,0.00014862500029266812,0.0008399580001423601
368,8,8,8,0.4,0.00014862500029266812,0.0016582909993303474
369,8,8,16,0.4,0.00014862500029266812,0.0033439590006310027
370,8,8,1,0.6,0.0002219159978267271,0.0002380840014666319
371,8,8,2,0.6,0.0002219159978267271,0.00042712499998742715
372,8,8,4,0.6,0.0002219159978267271,0.0008580419998907018
373,8,8,8,0.6,0.0002219159978267271,0.0016493329967488535
374,8,8,16,0.6,0.0002219159978267271,0.0037625840013788547
375,8,8,1,0.8,0.0002477919988450594,0.00025566600015736185
376,8,8,2,0.8,0.0002477919988450594,0.0004628329988918267
377,8,8,4,0.8,0.0002477919988450594,0.0008455419992969837
378,8,8,8,0.8,0.0002477919988450594,0.0016813339971122332
379,8,8,16,0.8,0.0002477919988450594,0.0033171249997394625
380,8,9,1,0.2,2.2791999072069302e-05,0.00022508400070364587
381,8,9,2,0.2,2.2791999072069302e-05,0.0004452089997357689
382,8,9,4,0.2,2.2791999072069302e-05,0.0008498339993820991
383,8,9,8,0.2,2.2791999072069302e-05,0.0016996670019580051
384,8,9,16,0.2,2.2791999072069302e-05,0.0033976669983530883
385,8,9,1,0.4,0.00016825000056996942,0.0002655000025697518
386,8,9,2,0.4,0.00016825000056996942,0.0004567500000121072
387,8,9,4,0.4,0.00016825000056996942,0.0009534999990137294
388,8,9,8,0.4,0.00016825000056996942,0.001840375000028871
389,8,9,16,0.4,0.00016825000056996942,0.003630457998951897
390,8,9,1,0.6,0.00018591600019135512,0.00024929200299084187
391,8,9,2,0.6,0.00018591600019135512,0.0004394999996293336
392,8,9,4,0.6,0.00018591600019135512,0.0008353329976671375
393,8,9,8,0.6,0.00018591600019135512,0.0017992909997701645
394,8,9,16,0.6,0.00018591600019135512,0.0033742079976946115
395,8,9,1,0.8,0.00025566600015736185,0.00023645799956284463
396,8,9,2,0.8,0.00025566600015736185,0.0004571250028675422
397,8,9,4,0.8,0.00025566600015736185,0.0008873340011632536
398,8,9,8,0.8,0.00025566600015736185,0.001852999997936422
399,8,9,16,0.8,0.00025566600015736185,0.0034861249987443443
400,10,0,1,0.2,0.00012033299935865216,0.0004264999988663476
401,10,0,2,0.2,0.00012033299935865216,0.0005446249997476116
402,10,0,4,0.2,0.00012033299935865216,0.0010783340003399644
403,10,0,8,0.2,0.00012033299935865216,0.0022987909978837706
404,10,0,16,0.2,0.00012033299935865216,0.004462332999537466
405,10,0,1,0.4,0.00037270900065777823,0.00034624999898369424
406,10,0,2,0.4,0.00037270900065777823,0.0005745420021412428
407,10,0,4,0.4,0.00037270900065777823,0.0011070420005125925
408,10,0,8,0.4,0.00037270900065777823,0.002418000000034226
409,10,0,16,0.4,0.00037270900065777823,0.004708832999313017
410,10,0,1,0.6,0.0004335000012360979,0.00034262500048498623
411,10,0,2,0.6,0.0004335000012360979,0.0005942089992458932
412,10,0,4,0.6,0.0004335000012360979,0.0011333750007906929
413,10,0,8,0.6,0.0004335000012360979,0.0022526249995280523
414,10,0,16,0.6,0.0004335000012360979,0.004609458002960309
415,10,0,1,0.8,0.0005300830016494729,0.0006345840010908432
416,10,0,2,0.8,0.0005300830016494729,0.0012221249999129213
417,10,0,4,0.8,0.0005300830016494729,0.0012119169987272471
418,10,0,8,0.8,0.0005300830016494729,0.0022732090001227334
419,10,0,16,0.8,0.0005300830016494729,0.004429958000400802
420,10,1,1,0.2,0.00015204200099105947,0.00036374999763211235
421,10,1,2,0.2,0.00015204200099105947,0.0005612079985439777
422,10,1,4,0.2,0.00015204200099105947,0.0011157919980178121
423,10,1,8,0.2,0.00015204200099105947,0.0022497919999295846
424,10,1,16,0.2,0.00015204200099105947,0.004680291000113357
425,10,1,1,0.4,0.00021095799820614047,0.0003294589987490326
426,10,1,2,0.4,0.00021095799820614047,0.0006229159989743493
427,10,1,4,0.4,0.00021095799820614047,0.001131917000748217
428,10,1,8,0.4,0.00021095799820614047,0.00218795900218538
429,10,1,16,0.4,0.00021095799820614047,0.0043910830027016345
430,10,1,1,0.6,0.0004146670034970157,0.0003100829999311827
431,10,1,2,0.6,0.0004146670034970157,0.0005814590003865305
432,10,1,4,0.6,0.0004146670034970157,0.001136499999120133
